     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.     Evap.
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-m3/s/m2*e-8
  35683200      1.3         80     -2.7    1012.3         77         0 0.000E+00     1.45
  35694000      1.3        110     -3.4       1011        79         0 0.000E+00      1.4
  35704800      2.4        160     -3.7    1010.3         77         0 0.000E+00     1.36
  35715600      0.5        130         3   1010.2         60         0 0.000E+00     1.32
  35726400      2.1        270      8.2       1008        43         0 0.000E+00     1.27
  35737200         0         0      9.5    1006.2         44         2 0.000E+00     1.29
  35748000      2.4        140      4.7    1006.6         69         3 0.000E+00      1.3
  35758800      1.5        160      1.3    1006.8         82         2 0.000E+00     1.32
  35769600      1.8        130      2.4    1006.4         84         4 0.000E+00     1.33
  35780400         2        80      5.1    1007.1         78         4 0.000E+00     1.35
  35791200      4.3        110      7.3    1007.3         74         2 0.000E+00     1.36
  35802000      5.3        110     12.7    1009.6         56         3 0.000E+00     1.37
  35812800        10       130     16.6    1009.8         48         6 0.000E+00     1.39
  35823600         9       120     14.9    1009.8         55         7 9.720E-03     1.77
  35834400         4        90     12.6    1010.7         65         7 1.836E-02     2.14
  35845200      9.4        120     14.2    1011.4         63         8 2.808E-02     2.52
  35856000      9.9        130     14.1    1011.2         68         8 3.780E-02     2.89
  35866800      9.1        120     14.1    1011.3         65         8 4.644E-02     3.27
  35877600      8.7        120     13.7    1011.8         65         8 5.616E-02     3.65
  35888400        11       130     15.6    1011.8         55         7 6.588E-02     4.02
  35899200        12       120     17.3    1010.8         47         7 7.452E-02      4.4
  35910000         7       110     16.1    1009.3         46         7 2.192E-01     4.21
  35920800        10       110     15.2    1009.1         47         7 3.629E-01     4.02
  35931600        11       130     16.4    1008.8         43         8 5.065E-01     3.83
  35942400        13       130     16.9    1007.4         45         7 6.502E-01     3.65
  35953200         9       120        17      1007        48         8 7.938E-01     3.46
  35964000         8       110     14.9       1007        73         7 9.374E-01     3.27
  35974800     10.7        120     16.5    1007.7         68         8 1.081E+00     3.08
  35985600      8.9        110        16   1006.8         75         8 1.225E+00     2.89
  35996400     10.7        120     17.7    1006.2         64         7 1.853E+00     2.75
  36007200      9.2        100        16   1005.8         71         7 2.481E+00      2.6
  36018000     10.5        130     18.2    1006.4         62         7 3.109E+00     2.46
  36028800         8       110        16   1005.9         80         8 3.738E+00     2.31
  36039600      6.3        110     14.1    1005.2         88         8 4.365E+00     2.17
  36050400      4.6        110     14.5    1004.8         84         7 4.994E+00     2.03
  36061200         9       130     16.2    1005.8         80         8 5.621E+00     1.88
  36072000         5       100     16.9    1004.7         79         8 6.250E+00     1.74
  36082800         2       140     15.2    1002.9         87         8 5.469E+00     1.68
  36093600         8       130     14.3    1002.7         91         8 4.687E+00     1.62
  36104400         8       130     14.6    1002.1         87         8 3.906E+00     1.56
  36115200         8       120     14.7    1002.4         86         8 3.126E+00      1.5
  36126000         4       190        14   1002.6         93         8 2.344E+00     1.45
  36136800         3       290     10.5       1005        93         8 1.563E+00     1.39
  36147600      4.6        300     10.2    1007.4         92         6 7.808E-01     1.33
  36158400      4.5        330     13.4    1007.8         79         2 0.000E+00     1.27
  36169200      4.9        320     14.4    1007.4         65         2 1.296E-02     1.26
  36180000      2.5        360     11.2    1008.8         78         7 2.484E-02     1.24
  36190800         2       350      8.4    1009.3         87         4 3.780E-02     1.23
  36201600         0         0      6.9    1009.3         92         4 4.968E-02     1.22
  36212400      0.6        110      7.9    1009.1         93         7 6.264E-02      1.2
  36223200      3.2        360         9   1009.6         89         7 7.452E-02     1.19
  36234000      1.8        330     10.6    1011.2         82         7 8.748E-02     1.17
  36244800      3.1        340     12.8    1011.3         75         7 1.004E-01     1.16
  36255600      4.8        340     12.1       1012        74         7 8.748E-02     1.22
  36266400      3.4        350      9.6       1014        88         7 7.452E-02     1.27
  36277200      1.5        360      7.9    1015.4         90         6 6.264E-02     1.33
  36288000      2.8        340      6.8    1016.4         92         6 4.968E-02     1.39
  36298800      2.5        350      5.6    1016.9         91         8 3.780E-02     1.45
  36309600      3.4        320      4.7    1017.2         93         1 2.484E-02      1.5
  36320400      2.3        340      7.5    1017.6         91         1 1.296E-02     1.56
  36331200      4.6        330     12.2    1016.6         67         2 0.000E+00     1.62
  36342000      5.4        320     12.8    1014.2         57         1 0.000E+00     1.72
  36352800      6.5        340      8.7    1014.2         59         2 0.000E+00     1.82
  36363600      3.2        350      7.2    1014.2         64         0 0.000E+00     1.92
  36374400      2.9         10      5.1    1014.7         81         0 0.000E+00     2.03
  36385200      1.3        190      3.5    1013.9         86         0 0.000E+00     2.13
  36396000     11.6        360      6.9    1012.5         70         1 0.000E+00     2.23
  36406800      6.6        360      9.7    1013.6         60         3 0.000E+00     2.33
  36417600      7.7        350     12.9    1012.8         48         1 0.000E+00     2.43
  36428400      9.2        350     12.8    1012.3         45         1 0.000E+00     2.34
  36439200      6.9        360      9.5    1013.7         54         0 0.000E+00     2.26
  36450000         0         0      6.1    1014.8         65         0 0.000E+00     2.17
  36460800      4.5         20      5.1    1014.9         72         0 0.000E+00     2.08
  36471600      3.5         10      5.6    1014.7         67         0 0.000E+00         2
  36482400      2.8         40      3.4    1014.7         76         0 0.000E+00     1.91
  36493200      4.1         10      6.2       1016        65         4 0.000E+00     1.82
  36504000      3.9        320     12.7    1015.5         53         6 0.000E+00     1.74
  36514800      3.8        320     11.5    1015.1         54         4 0.000E+00     1.69
  36525600         1       330      6.5    1015.8         69         2 0.000E+00     1.65
  36536400      0.9         30      3.7    1016.2         81         0 0.000E+00     1.61
  36547200      1.1        140      2.4    1015.7         86         1 0.000E+00     1.56
  36558000      2.2        150      1.5       1015        89         1 0.000E+00     1.52
  36568800      1.9        160         1   1014.4         91         1 0.000E+00     1.48
  36579600         0         0      5.7    1014.9         80         0 0.000E+00     1.43
  36590400      2.1        270     10.5    1014.3         61         0 0.000E+00     1.39
  36601200      1.6        250     13.5    1012.6         48         0 0.000E+00     1.36
  36612000      1.9        160      7.3    1013.1         76         0 0.000E+00     1.33
  36622800         0         0      3.9    1013.3         84         0 0.000E+00      1.3
  36633600      0.8        150         3   1012.5         88         1 0.000E+00     1.27
  36644400         0         0      3.4    1011.1         90         1 0.000E+00     1.24
  36655200      2.7        150      2.6    1010.2         90         3 0.000E+00     1.22
  36666000      1.1        280      4.9    1010.9         88         4 0.000E+00     1.19
